,anger,joy,disgust,sadness,surprise,anticipation,positive,fear,trust,negative,valid_tweet_count
thejoecardamone_.csv,0.012693183431314542,0.03171292527909415,0.011354690789887982,0.008703347627181316,0.011918620238215695,0.02749407285241533,0.06715805730278114,0.010103027263204013,0.04007436945443575,0.022975911315444273,1140.0
AlkieshaK.csv,0.028330265948886154,0.029317987512665473,0.029786264150303065,0.0320181429558856,0.012776544302043238,0.02442613623165919,0.04623797645284522,0.02851458098805845,0.02609134990126471,0.06279739018100514,921.0
jsoltero.csv,0.010150948757269303,0.025873028371237495,0.008246383120993092,0.011004299643135733,0.013666834440747445,0.03395733576834329,0.0580566937876532,0.011750114018440404,0.035714590921440165,0.02401648666260383,4892.0
Tarraccas.csv,0.019627413170491027,0.03710800575744428,0.016145845428526512,0.022137063480125584,0.02560886866255453,0.040466951000158714,0.06983712279749586,0.02570938312575248,0.04421478662151065,0.04353228387067994,874.0
LUVVAJ.csv,0.013866434186808661,0.0281721917268389,0.008021721530356987,0.013230443362682141,0.011182910695825067,0.026737308878302952,0.058788185939097126,0.016220529754035748,0.033572410009970174,0.026190055452429587,6084.0
GerrickB_.csv,0.02050321766663743,0.02630595041109381,0.013205536062372993,0.02342429324713563,0.01737722503761351,0.042321897243247884,0.06194884180427403,0.02288394850065679,0.053915195316373156,0.047270830658694606,231.0
OldTomYoung_.csv,0.010724385978480916,0.014341848639266817,0.010245797328340269,0.011029974551298867,0.008686362852386352,0.01858171184867057,0.05653464082446284,0.021512176553864653,0.041121131474120186,0.028627211357482852,885.0
nabe1.csv,0.001949317738791423,0.025945007593207035,0.003898635477582846,0.005378944437116182,0.00765183313659768,0.018808196266645018,0.043993601299695484,0.00872063198933005,0.02619728301861266,0.01727737738818071,57.0
HussnainMahroof.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.008771929824561403,12.0
justinbernier_.csv,0.01719298245614035,0.013333333333333332,0.0,0.0,0.01719298245614035,0.01719298245614035,0.08771929824561404,0.0,0.04105263157894737,0.006666666666666666,5.0
tomglanz.csv,0.016673248111097216,0.032761804856188424,0.011053201863412467,0.014876249102481044,0.01574304677625756,0.03547718596311523,0.06254326360747857,0.017287776991368024,0.03506124290664489,0.032113141113881714,4060.0
Cliu00.csv,0.013806706114398421,0.03876725126725127,0.0,0.004451566951566952,0.004558404558404558,0.03400331861870323,0.05142496392496392,0.005437760245452553,0.05896927146927147,0.02352384083153314,39.0
katiecoats.csv,0.012036376401953859,0.03553181501671653,0.008167773787936324,0.012609404192011196,0.019420510178379126,0.036829360083933955,0.06394208137511435,0.018353876056586702,0.03513681515828228,0.028862303525013285,888.0
writerchelseam.csv,0.01245079509722649,0.043815110632036136,0.009115207550066704,0.016057917790141787,0.018737118163349133,0.037933513682246865,0.079625078200996,0.017477374183322188,0.04432134355053843,0.027650934107286498,1029.0
Earth_Unity.csv,0.015463971780181884,0.030845532632931,0.010556343430339888,0.015327224848045523,0.026632044842561604,0.033106639406263925,0.06981286954486368,0.024291646933130902,0.04747522459395417,0.03580480815734518,357.0
JAJAjoe.csv,0.018460470161886372,0.004832415420928403,0.0016129032258064516,0.009082415420928403,0.009082415420928403,0.0027346637102734664,0.021524686564419054,0.015628054740957964,0.009525604476823988,0.016847566936079916,20.0
junkballjul.csv,0.008522289236079545,0.032197323222285336,0.00394350428809006,0.010804732063733334,0.01725058868076272,0.04287836455807746,0.058027153437319554,0.008667448920318583,0.029214620407132404,0.01966656761872886,117.0
dubliportal.csv,0.00047225501770956313,0.006104975271641938,0.0014152205818872485,0.024738085338547478,0.004377037928731333,0.005177912138696451,0.009819082801538943,0.02504057548060981,0.006952844101966911,0.028898703884192748,495.0
chadmue11er_.csv,0.011475409836065573,0.011175096130146368,0.004098360655737705,0.02083008066614624,0.011130217687594738,0.02282426134885151,0.03563121141957179,0.012965722801788376,0.021571803248164958,0.03432569252241383,61.0
TheOnlyNishant.csv,0.008384803853667815,0.02259206856236752,0.006277561815464474,0.007987347316417044,0.006674982359538639,0.021733429814365584,0.04314893836965943,0.010630454505586787,0.0311588691876984,0.017190726783876266,478.0
Kiweez1_.csv,0.01648218298935085,0.021159894746269264,0.01599588175762179,0.017259206716949242,0.013610202541369677,0.022447599309005247,0.05010612508865226,0.01709184297188657,0.03657317994276574,0.04415939091069893,1720.0
FordeINC.csv,0.004762426900584795,0.044016161727849036,0.0020535714285714285,0.0020535714285714285,0.008544584500466851,0.032073179271708684,0.06057953707798909,0.0044846491228070174,0.0371282065457762,0.00609920020639835,100.0
VCooper51_.csv,0.01639718363506433,0.03127213627450897,0.011309407828736255,0.016636471468848394,0.02120030895031838,0.0331363798932664,0.07863083339461106,0.017057372601370576,0.043753725892427625,0.03233909197474166,956.0
AragoneJC.csv,0.013708361345785252,0.03831022063802062,0.007934994026587996,0.010636491758429276,0.01581948061875823,0.038576870368944735,0.07008649971229715,0.011490265760620138,0.0444821276290896,0.023966178182868992,255.0
Tpalmo1230Pam.csv,0.013613949645352754,0.0731067847188834,0.01303766827519163,0.014906859762506573,0.031981050839197875,0.045078205429221,0.10160629755880783,0.015116231339369655,0.06195705866969571,0.0296545447521891,284.0
ChiTownMaggie_.csv,0.008856987704179815,0.04222130454464205,0.007158956348095918,0.00944490937633953,0.0216464802342368,0.03482336048701781,0.08319799943077216,0.007617463863173588,0.053484883046468396,0.01778151656711424,618.0
debl115.csv,0.023775455311349603,0.019636777846532297,0.023994664034759437,0.016363830545871226,0.013271205234059611,0.02300483168875236,0.03681258729313702,0.014469356333358309,0.023494175494572094,0.04651399316616406,3193.0
Kelley_Smith.csv,0.02287878787878788,0.01534090909090909,0.0,0.0029411764705882353,0.0074866310160427805,0.013952101243500473,0.08487174375332271,0.028698752228163992,0.056266219873408574,0.03137551990493167,20.0
michaelaholmber.csv,0.01272347871064662,0.039693091497638694,0.010320432787099362,0.014582390679350927,0.016887076660132026,0.042930399965107356,0.0807552088798864,0.013278398154859804,0.048078935153044886,0.027963217132032262,925.0
Pharoe73_.csv,0.02199236640911616,0.017548365005992123,0.0056664763544125455,0.016644936983920035,0.014674175479260223,0.028899161102550926,0.0671180827960489,0.015039871321027855,0.029378984812683712,0.03371220559655255,59.0
CrazyMJsWife_.csv,0.018544746056308098,0.08451198649427595,0.012452809573113203,0.013302105698515313,0.021520129929886115,0.03861185188299875,0.11283047829655499,0.01852275773766471,0.06333920380150125,0.029101072735762148,682.0
Mark_Viktor.csv,0.02181729444180485,0.024682680857676425,0.022846399581516096,0.02007413204467202,0.010143709312112358,0.025878405773280436,0.05099637573395174,0.02131298659203385,0.031122608303059133,0.04072618674660777,830.0
RRStumpf.csv,0.019059603183797975,0.026518627238618073,0.013067188487359023,0.019215280554939297,0.014808309105840198,0.024169629779067923,0.08906421494290874,0.022871934670813134,0.048816169455502156,0.04393850512276562,311.0
krlanavarrete.csv,0.005747126436781609,0.0,0.0,0.0,0.0,0.002028397565922921,0.0,0.005747126436781609,0.0,0.005747126436781609,58.0
surfcosta.csv,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.07333333333333333,0.0,20.0
JerryBray.csv,0.019577185473723193,0.026689023178710213,0.016040628333865162,0.020143700494447084,0.013369006090797875,0.02487243096705483,0.05661950151017736,0.028795551268940272,0.03463815228531531,0.045090933475582344,1023.0
rahulvr0507.csv,0.011047979797979798,0.0279491341991342,0.0,0.0,0.008928571428571428,0.0334505772005772,0.05504148629148629,0.0030303030303030303,0.028814935064935064,0.011047979797979798,22.0
tonyutter_.csv,0.015449812774215484,0.03523312317318515,0.012548238964609878,0.017841825399951064,0.019057491538376978,0.03527856705715417,0.06271954477234659,0.016795257947812912,0.03737855842998171,0.03351423988504631,1698.0
soon2bking.csv,0.013113334704536758,0.032649742811505636,0.006525900523339506,0.012986482095827135,0.00837466044936342,0.02154979192519866,0.05491805787908759,0.014862212663957219,0.04137415994061765,0.023207821121042402,3029.0
trixa09.csv,0.020700356879246228,0.03903702733699847,0.01811971961969876,0.016972223909228406,0.014300746352861342,0.04026327608878268,0.05637997493595633,0.022253887809083283,0.03792563546518309,0.04191173217069095,1059.0
coni12thwoman.csv,0.027959183673469383,0.05455247133818562,0.01933373349339736,0.039070294784580496,0.03908555729984301,0.05467865817655733,0.10544019006203882,0.049467120181405894,0.06969866617975862,0.07078498065893024,35.0
AlexCorretja74.csv,0.0032276233332123104,0.008071057059392777,0.002523487381776763,0.0025359343431346024,0.0034201862821402564,0.007160256221131853,0.014617507918260613,0.0035440416289721044,0.010616555470137602,0.008332416356953132,4728.0
NorCalBill.csv,0.009614177267670335,0.035986668408641745,0.002324434274091025,0.008244434274091024,0.02386022690889025,0.042238486654626275,0.0639406380188962,0.011854870152872751,0.03170137715771314,0.018960955122977102,125.0
PathfinderVill.csv,0.0,0.011350807662283071,0.001366120218579235,0.001366120218579235,0.001366120218579235,0.014356218739682744,0.062133857866217085,0.007962529274004681,0.024105325655575122,0.007962529274004681,61.0
MyShanDairy.csv,0.0025929751792272073,0.062320851570923035,0.0028811010201143217,0.006296551253347959,0.012109588483190045,0.04527991626545992,0.08585870723585819,0.003090665639883859,0.044408975438619644,0.008641372176794412,302.0
Martin3zz10.csv,0.01710572931249489,0.03078586849908372,0.016528992296145878,0.01918517118798636,0.014668081195516252,0.042052341723693126,0.048855697102928246,0.01925058052715079,0.029971008920148763,0.040311749687225534,12680.0
nealcapapas.csv,0.016188548101784658,0.028979835462790662,0.010880174111928235,0.013177348929106332,0.012103091913432387,0.03214657212845962,0.052980493753100606,0.018423934793348213,0.0346622902567991,0.038362024895719424,1030.0
cstapholz.csv,0.009995886466474702,0.0503752426063639,0.0013986013986013986,0.008049270990447461,0.03635919635919636,0.04622663436428618,0.09290969777835181,0.01581725807732,0.06095483395518601,0.020257588988239143,65.0
ryanbello.csv,0.013469913033405442,0.03789971947402437,0.00864555728524838,0.014664855616372539,0.016883446504312033,0.03281247346225722,0.06725639219210704,0.016699347365306393,0.03639485480772222,0.028543894375918782,7199.0
mljoker93_.csv,0.01790741309972079,0.043399549168779944,0.022702297702297702,0.018361776068542984,0.01961820231051,0.04323859900782978,0.055681238785634385,0.025342341290866453,0.03967264420561124,0.06222418655183257,91.0
RebeccaMHowell_.csv,0.015830362665974325,0.0310035120601477,0.00984464934310785,0.01806173217279786,0.013978661448528062,0.04154658407415067,0.05493811840725976,0.01948307612872287,0.03654661884544988,0.03212181498900571,901.0
KiiKcreate.csv,0.009213248142438991,0.03344038224890676,0.004078676017917573,0.013173978186473699,0.01383651567866248,0.03625077195197238,0.053560825895607546,0.004955795231830868,0.022553109686144657,0.014632360669564986,729.0
LoriJulia_.csv,0.01329811142717825,0.04136069695013564,0.008869232408433602,0.014292869894487581,0.01781900388767823,0.032635412336675905,0.070004668578663,0.0143018040648676,0.03881808631388545,0.02491845076558569,4500.0
glomob.csv,0.031098153547133137,0.03166504697116942,0.0,0.0,0.0,0.05573224960980063,0.15400850094727675,0.031098153547133137,0.1321401576503617,0.0,147.0
carleton_snow.csv,0.00972193329172734,0.04065551518970552,0.006543990177722847,0.013911685635672714,0.029426542408101167,0.05347194669048217,0.0847275110002395,0.01663353802686149,0.036298443928306626,0.027880057559287602,50.0
stephengillett.csv,0.014391986165209958,0.024847529978537303,0.006477981161329079,0.012025452609068498,0.015983358058982124,0.03171513042498104,0.06049897348068246,0.019698937851941913,0.038845744193296436,0.03049841401979852,2980.0
KTej13.csv,0.011922957046259378,0.02310322075756789,0.01164501783989462,0.013997138795522217,0.014596477856573569,0.023300506111481552,0.0542615113417058,0.014145151989708444,0.03568153316696727,0.031431094399016056,1297.0
marceliuzca.csv,0.004047224196477928,0.002803443101950565,0.006987070419906241,0.004634565268893627,0.0007107320540156361,0.0010424070125562661,0.007030101989770282,0.005291005291005291,0.007573244886677723,0.009094588385633161,201.0
snakepitalehous.csv,0.0,0.013333333333333332,0.0,0.0,0.0,0.021666666666666667,0.0225,0.0,0.01888888888888889,0.005555555555555555,20.0
Oleblloyd_.csv,0.00853686567194881,0.015309879459366084,0.0016558278428433467,0.009206205134074297,0.007597465769290434,0.017820733316600362,0.053363582661313545,0.015154936243836,0.029300609315880077,0.016203748630091018,108.0
MrPhilHarrison.csv,0.008819207602518036,0.040662145869606536,0.00462579674443406,0.009225647215027563,0.01911748835794153,0.04487208428600348,0.07796494075970248,0.010097840742094083,0.04225727800055488,0.017222272004314924,408.0
Sequoioideae.csv,0.008044598636066916,0.08582835487867412,0.07954744649135839,0.08387745728355404,0.07995538576753844,0.08638411056580081,0.0933574258449386,0.08325631916241595,0.08706257012267604,0.08908669980747914,280.0
sharkims.csv,0.01485035126651189,0.028071454410004144,0.011070686310278582,0.014708183787101647,0.017308847159765522,0.03221528468498015,0.05634346632210781,0.01457596458900272,0.03317836418220073,0.028183147127366862,2561.0
suzannetaub.csv,0.0203266872016872,0.05974213960352436,0.023050453334544245,0.02157844694135017,0.02254730524570464,0.021361326293437278,0.08408039246290819,0.013853586434390976,0.040377244136414275,0.04516548147429188,330.0
tweetviaphoenix.csv,0.015051489586064054,0.03836165607442211,0.005379484581612237,0.016652127423404016,0.01790523601693814,0.03826178401976287,0.13013059930613055,0.0213013744529702,0.046476357566783144,0.03800284969167953,1880.0
federalli169_.csv,0.02576845758079752,0.027507458894864542,0.01937357219995519,0.014781055691620018,0.013014493282282909,0.033301648438247296,0.0750985304190455,0.027999090079999754,0.05410978800900433,0.04789803680297664,240.0
rodneykeene_.csv,0.016454149573559618,0.02524253766083831,0.005504164970679458,0.01284005911306393,0.04036230916390877,0.028021685624165026,0.05235270791363841,0.021523992403690583,0.027923083387264677,0.02460023021196575,108.0
JasminsTable.csv,0.0,0.027979797979797976,0.0,0.006545454545454546,0.002,0.01537878787878788,0.04256313131313132,0.0,0.026767676767676763,0.008545454545454545,20.0
lileiguang.csv,0.01735771517757341,0.04297106088862965,0.008404157502893594,0.020276654726466076,0.018806088017084263,0.04131359513478872,0.08530526504245096,0.022880784868845594,0.05168788989257965,0.03362197873349612,242.0
eilujkell.csv,0.007936507936507936,0.009259259259259259,0.007936507936507936,0.007275132275132274,0.004273504273504274,0.038444580111246775,0.026098901098901096,0.0023148148148148147,0.015847578347578346,0.01521164021164021,18.0
RobbinsGroupLLC_.csv,0.015324142982637012,0.025486873263070736,0.007416211805147285,0.011570120096289058,0.00934696729988626,0.022379323930455008,0.06856753423854145,0.012742868905170419,0.03706951472752512,0.02902476736278592,9420.0
Warrej_.csv,0.01702854538773818,0.054392065046481676,0.01669099516475539,0.01652339756794026,0.015411322843924002,0.0186135952871191,0.09291439652979068,0.018354460404810355,0.07519379550545321,0.04002873408066402,2000.0
chasselljones.csv,0.0229310243844617,0.04008236502843317,0.011917882058096331,0.018797650876187722,0.022093317758952437,0.04585911902660278,0.06788724548518536,0.03258004860192423,0.04379036281439098,0.03065716518234818,55.0
qwikshower.csv,0.015476190476190473,0.030537518037518037,0.011201298701298702,0.004464285714285714,0.013095238095238094,0.027759740259740255,0.058991702741702734,0.004464285714285714,0.06095598845598845,0.013582251082251081,20.0
ricinMD_.csv,0.03890901847861123,0.040867418173552765,0.028603903175085373,0.02892329030368002,0.0393204158111318,0.03778971506202556,0.06957692011775775,0.030870079227460667,0.04386499188199258,0.06195851487604629,531.0
HumboldtMobile.csv,0.005165078570317156,0.07779294735885132,0.004199735170380288,0.008077152412254231,0.01734608980709706,0.04999601924566071,0.10177660882906629,0.005535654930000953,0.043658794752517015,0.012265384967963939,859.0
TheBandTheYanks.csv,0.008116883116883116,0.029061624649859945,0.0074866310160427805,0.01992997198879552,0.02278711484593838,0.029929971988795517,0.037633053221288515,0.010714285714285714,0.014215686274509804,0.03409090909090909,20.0
JCitrolo.csv,0.010329893228494893,0.03528072456567697,0.005525672941182655,0.008987031181986321,0.013888013300901076,0.03448789756697871,0.08692075903124237,0.013723788289661414,0.04230646891110953,0.02185749674492454,799.0
chesskillertips.csv,0.0054928320996373925,0.02699149535244276,0.0013726725724946564,0.008225368815550067,0.025246876657696187,0.020763816097909282,0.04425606511061862,0.007307841250018499,0.029978849714477427,0.006846143527451211,115.0
GabriellaNY.csv,0.01123515915996059,0.08808746837066415,0.004437557959814311,0.009522305802745323,0.018096923229872452,0.049504168000859036,0.113882100020875,0.009877543759447526,0.053465452442912745,0.01967002045652391,806.0
vicki_hou.csv,0.017060701073049262,0.04080840815017413,0.02262676337859225,0.028689551128921374,0.02470244026029818,0.03742427960911646,0.08402962378348275,0.02496815085250779,0.04541348303652673,0.04043901407328927,245.0
ibjade.csv,0.0073716241069086055,0.03787703700548032,0.0045268953369808134,0.006393608108316874,0.019920295041211927,0.03434620257110187,0.06933047916088735,0.007800554894105982,0.042004914626429274,0.01728399551177803,840.0
Rajacenna.csv,0.007119178936406878,0.052090953646478665,0.00701576589261304,0.009341884756022763,0.026626737887063878,0.04715930772986452,0.06959303335247141,0.009347650303718239,0.04136733316089448,0.017263270294729835,1864.0
revjeffgrant.csv,0.036390435902862686,0.0367750482182662,0.014264925445910105,0.026217594104504128,0.008513131137137671,0.04109626020012879,0.07838637540150582,0.035088358740949094,0.062241383563170216,0.05432739206109717,9957.0
officership_.csv,0.01728677049600973,0.025423973503404102,0.00957409858414049,0.015496938937406333,0.013806637531377784,0.032860901332022255,0.07208106687297981,0.023450151393527904,0.0479588528633811,0.035893960352808264,4947.0
plagerisms.csv,0.01715764638106843,0.02439366646431925,0.016279582248086212,0.013316652366620428,0.012828366738272224,0.023082765828929635,0.047463590625946545,0.016810953460421548,0.02793348077413816,0.025543653172362162,480.0
josephzhou.csv,0.013267873324003112,0.014107869245412692,0.005778085650132895,0.010600667823131304,0.008817929847969969,0.026477432360973767,0.055823130051561,0.016959309290010015,0.03831725069105376,0.032397858591618534,254.0
ronaldskelton.csv,0.005095107459197384,0.02650042564642152,0.0033434825569480125,0.007244948651079745,0.010915497704949937,0.02814067146064512,0.07674946598901752,0.009128020869594293,0.040930874765803676,0.01544925239103449,5980.0
