,count,tweet cleaned length mean,tweet cleaned length std,positive mean,positive std,negative mean,negative std,objective mean,objective std
fcharles81.csv,2483,11.342327829238824,9.236260411089148,0.029115606186199367,0.044574041712805025,0.0204517327577071,0.03073654911977145,0.3455796287686272,0.1944905499641884
GeoffMillard.csv,10766,18.373304848597435,12.57766025202359,0.027207293018808303,0.02966980835039068,0.02408279559047247,0.024487573547413592,0.37189436913867535,0.14925432920760728
cNikonphoto.csv,6981,8.220312276178198,8.356399759989467,0.011385928194043776,0.02311930927853645,0.007050791019263257,0.015293162682721148,0.30869199474306874,0.29921340693045345
veteranhank.csv,4980,20.31586345381526,14.502472762336739,0.028544052115846295,0.033798441873367634,0.026735845134735835,0.027753567318173307,0.39312905134673554,0.14163724225130137
RalasGang.csv,1209,26.65012406947891,17.999839225487978,0.025334890981188858,0.026367995833186147,0.018462604878480768,0.01807857044255015,0.3026608239274714,0.12275058850736428
jamesmartin0848.csv,1021,12.854064642507346,11.58426334851935,0.027420448975657007,0.035657297500643434,0.01732162766988402,0.02457981588465535,0.33894258719520054,0.16965122209530883
UndrshfGElliott.csv,465,11.494623655913978,7.907018327843926,0.026890757791726498,0.029920675141756746,0.021063162067416843,0.03756795019908589,0.4131706643641844,0.1585845266395831
JeffLaughlin2.csv,442,8.48868778280543,9.587468659227039,0.0206883966390771,0.03555926943471783,0.01940095985887091,0.03711516939688489,0.24388979037018618,0.21410340353897056
jerryesummers.csv,291,8.855670103092784,10.320289652081083,0.0485803411276578,0.07235295853150242,0.011823260585272947,0.02719975006111142,0.2830693374954644,0.23505449335891382
tulsatilly.csv,572,22.38111888111888,17.74257039840932,0.028796079524718975,0.03664350540410211,0.017332862053693627,0.019841522186122885,0.3359251394002591,0.16798202052350245
MelanieSmith82.csv,212,10.584905660377359,8.6426628545556,0.01707835530552757,0.027950887303719665,0.01247662789032845,0.02584653128157882,0.22072673735840137,0.21909947489685136
anthonysbbqrubs.csv,533,8.75609756097561,5.887674772512456,0.04249461423065222,0.07171034289604243,0.019263029378776164,0.028487296603831452,0.3657087378726545,0.17767670840382152
lavekyl.csv,2148,17.722532588454378,12.110575072857056,0.028453743505770814,0.030072152579727736,0.022560278007893515,0.022226848810119146,0.3738054368453822,0.14984503608388294
AnitaResists.csv,5515,13.914233907524933,10.730240712812432,0.02908601765533064,0.04119322351444454,0.02793599289643942,0.03675800870497813,0.3610198284562043,0.16985441082284533
BurntShine.csv,2191,11.631675034230945,7.425877808646442,0.028607341074275715,0.03724054431226641,0.025359493227880416,0.033814549874487634,0.3453023445350538,0.17151345058656756
Persch83.csv,1437,17.511482254697285,15.818232051499034,0.02153574840777371,0.02835678692096511,0.01998909856400333,0.03174324228555397,0.3471784841491145,0.18905203308349883
ricinMD.csv,1608,8.371890547263682,6.553245818233072,0.03631395418748459,0.05299999490745719,0.03279014277019241,0.04094139874356586,0.4257052898356157,0.20338929913737822
lesletx.csv,1767,21.05263157894737,19.218401995170336,0.029708117217858043,0.04476754393623608,0.018981887154655118,0.02625929971078807,0.3029875140275294,0.18407757636320105
Stuckertmellisa.csv,2280,14.814912280701755,9.155429148163519,0.02140671309687174,0.024232747835402746,0.015209503719142712,0.018988259383056393,0.40716939282891607,0.1697903310094848
Ironman_Tri2001.csv,664,13.634036144578314,10.075324054037878,0.032090232424975614,0.04039699029627566,0.016881570782443556,0.021945048266660574,0.3761225394292445,0.1884622817902734
mcbain120041.csv,66,10.257575757575758,11.088228273455629,0.01439476474257717,0.02618848693914452,0.0049969179199900226,0.015275425372438492,0.20839785487527157,0.17752849268948834
mungerRoyan.csv,721,18.282940360610265,14.211025010659366,0.02352817816282959,0.03991308548954291,0.015383667081791943,0.023013276659250365,0.38111041620720887,0.18206960762738222
kiwiibones.csv,244,10.23360655737705,11.760534939989384,0.021325518907493412,0.033445574640971594,0.013488194338601534,0.020331574614537117,0.20509620064268963,0.1846710754724236
RichardDunlop.csv,14073,15.391600937966318,14.966669635352087,0.021682529439278956,0.033252372222396215,0.014624782992916557,0.022778060199173257,0.2959301631250262,0.18986959295863948
StuartMcCarthy_.csv,10016,23.833865814696484,15.703578937466869,0.023161580378157652,0.021076190400419907,0.02581099108010112,0.02506751066769665,0.35409786114395264,0.14168027283628265
mikesimonsays.csv,1837,17.382689167120304,13.437651535077801,0.03034390356847494,0.03985078779816358,0.02817304310770079,0.03213902687659161,0.37485752587698395,0.1227943736854569
QueenBlaqu.csv,7526,12.97887323943662,11.058679767446012,0.02597573356542015,0.03535181013071115,0.023220337720019996,0.03081781172078643,0.28554056052897303,0.17814324695015615
zat954.csv,297,32.25925925925926,22.066553528734122,0.025522175722342732,0.022058877812119702,0.020805948393643383,0.017932285305963958,0.31833648985739127,0.1684849453796146
HuffmanForNC.csv,5480,25.855839416058394,17.339746508150387,0.022831586482677715,0.025550012191481463,0.02072694946257591,0.02253228237545228,0.37738037326714574,0.14129957516936217
Matkaufman1220.csv,5760,12.771875,10.562070534908152,0.03084368792141731,0.043256886675974895,0.02143085261508453,0.02960920811507939,0.3954627204679666,0.18725626595154563
MikeCopeland395.csv,7182,7.777499303815094,6.13777630347306,0.03894374595778931,0.06063512841845367,0.03169025426678994,0.04375270601251771,0.4622715992590707,0.22114781927853944
pryteighpaper.csv,118,17.33050847457627,8.087503527095098,0.037816559176297455,0.029928416876762388,0.021423874026398886,0.028174496787910706,0.34768140352908344,0.13573437188990808
mdmellott.csv,345,26.57391304347826,12.28931021488415,0.0326625773626008,0.022939264806106623,0.012924073156773392,0.009608628440681454,0.39628928879772474,0.07972415623306113
EsqRaza.csv,322,13.453416149068323,9.80426470176871,0.03748023403870261,0.0411128069803975,0.020196626883749295,0.02614303724816896,0.3378052424915376,0.15416911970213437
xanderinvictus.csv,4620,17.976623376623376,13.33645100448209,0.028363034775199615,0.02917404515464907,0.021627669091652653,0.024316910296935394,0.38514184178166505,0.15103571822534356
jackvelbar.csv,7178,15.05781554750627,13.828553603124867,0.022765418667057495,0.02644962126588082,0.01745632553822106,0.02363307291171488,0.336171312023152,0.19903757970900626
AmerHeroesRadio.csv,1800,11.132777777777777,5.126795951507634,0.020685688248020317,0.021779260248889296,0.013508762393260064,0.017079406191027956,0.5433201993464479,0.14406891967288468
Timothy_M_Jones.csv,3309,14.084315503173164,7.415719175907665,0.03888970045037958,0.040082810014227345,0.015868890742522165,0.018206075176138002,0.39215740922676806,0.13594636616400896
Jen_Everitt.csv,863,17.829663962920048,14.908370602577982,0.022346031404012374,0.0243249964917053,0.015670725771211536,0.018026598857447194,0.2764072812323435,0.1587096488450668
MalanaShea.csv,1924,13.846673596673597,13.84184067904646,0.02765549397482506,0.039257958306628864,0.01734115237087462,0.02600276819674107,0.2978359313822911,0.18976011704222487
robveteran2232.csv,153,3.392156862745098,7.015608456478295,0.005795264702279371,0.018991917078853292,0.006288607177670811,0.0224823049746152,0.13474335793026693,0.25330703426380846
ILIntelCorp.csv,4552,25.09226713532513,17.519893587291264,0.02340547670244241,0.024652495347227153,0.024774243581023044,0.024055051989772234,0.3541674721668051,0.13922432576478108
dvc9999.csv,328,9.957317073170731,7.157931478144092,0.031357298128452726,0.04302107582672219,0.023474816285935295,0.03490832980789864,0.368210615775357,0.20418172807182078
dcbrant.csv,663,14.058823529411764,10.485981871550564,0.03709267215042346,0.041559659514488874,0.02937420200629063,0.03345082070977816,0.36241632275681723,0.16009725709471065
jtkstc.csv,2139,21.15895278167368,12.333907395777171,0.02122100194483499,0.017336279605848742,0.022634103351704928,0.02156655633178854,0.37342786042764936,0.11696982418009598
CullenYossarian.csv,5560,12.092985611510791,13.538068670099872,0.02949053363955464,0.04469260465553803,0.019000596567224373,0.0366025798134455,0.29828933518118755,0.19271544234567228
JustCallMeRage.csv,16417,10.751903514649449,7.331309342062428,0.026173947393283156,0.03783633939927451,0.021171061727956717,0.031035165530135838,0.302284369918384,0.18510830129581737
StMarthasTable.csv,1280,12.0484375,7.301487266892531,0.02360683004674229,0.03202365928570955,0.016999550830168193,0.02520255150151766,0.3999501758036044,0.15975653671223597
amwyatt.csv,201,24.73134328358209,17.440373549292826,0.023606384425817785,0.023152791656148784,0.01514800491871138,0.01462753827767214,0.3408898910943615,0.14009910982116358
idfsniper.csv,591,42.998307952622675,15.527117172719194,0.01712904589820334,0.011923589091362449,0.01375522588121409,0.01140168470187494,0.39088400105810317,0.08540284715760273
Pharoe73.csv,59,8.779661016949152,6.901406873547091,0.02474688504193693,0.04230962168002527,0.015060007326253491,0.027648108077130418,0.4029261012205511,0.22933109419579306
en4cer18.csv,170,16.38235294117647,13.710911725557159,0.02289251110463578,0.03160871481919769,0.01429615333733346,0.024129294952436733,0.38793995834591805,0.19304410128479257
JeremyPing1.csv,280,22.4,18.21647605877712,0.02814441423350819,0.02488991780003491,0.021053369402067385,0.022830325141393815,0.37089953807388504,0.1624291688524882
jscherer100.csv,2225,9.243146067415731,5.063882153230896,0.02221681847315633,0.028482641880070703,0.025755012778900955,0.041969327651583885,0.32300061178159445,0.14074353552070662
WarHunden.csv,2386,10.395641240569992,11.857715323199676,0.023213148535048994,0.045477367345716654,0.018275172306653948,0.031096950955229474,0.300264227696415,0.23302865147125754
McGuireArmyNavy.csv,555,15.531531531531531,11.905649972093702,0.02653769075976645,0.03901930086944381,0.018517362789455732,0.027942319286051478,0.36161946503265197,0.16476279580041187
TeeliaLowery.csv,1194,12.940536013400335,11.767669207352029,0.01878663953877,0.030260413389006438,0.012425707918927838,0.01847360170984504,0.32575600622626494,0.22316151931146724
Christi78790.csv,347,18.81556195965418,17.643458590204446,0.03589749548705466,0.03700551902760507,0.02216132683896704,0.027920760358055706,0.3233468766649521,0.17962203051947123
normanllamas.csv,269,26.434944237918216,17.937532200057994,0.02430608018284,0.021053825403864863,0.019862815847608205,0.017674724611209964,0.33954962490564383,0.12558615696959513
WVPapiX3.csv,2759,17.76187024284161,15.20232699931524,0.03221976555267433,0.04773043293497186,0.021957760387392056,0.02514758808151355,0.3710317181115665,0.18557796314349087
SNAFU_Sara.csv,19920,19.074146586345382,15.594039584303541,0.02594327069058885,0.02930166408427726,0.024337043694529513,0.028636720578028504,0.3497264096629097,0.16054557925748592
Meastt23.csv,1645,13.23951367781155,11.822898590044728,0.027344020609220372,0.034431879981885065,0.02380755115602806,0.031510591478444254,0.3428792115755444,0.1781181311870679
VyceVictus.csv,400,24.985,17.985265497067317,0.0273489082124785,0.02530553923391711,0.022344884406356978,0.02071161812240525,0.36791972527088035,0.16272535741490907
dsdelamater.csv,167,19.75449101796407,16.419452121629092,0.030797726312321087,0.03490822100709253,0.01803088304451779,0.02117496713087194,0.3231676110236012,0.16799859967452613
HouseDivaJill.csv,2093,11.437171524128045,9.267768746168215,0.02601092733777975,0.03563587489007126,0.02150153720222302,0.033202848107692126,0.3124908210475952,0.1901908341342708
zack_kreish.csv,150,21.28,12.196786462015313,0.02848187677654739,0.025143440138979758,0.01296743403892551,0.011669672346388934,0.35179061192206895,0.12240664531778056
missleatha3.csv,3880,21.017268041237113,13.481601084223389,0.024097236788670366,0.025019912972680757,0.02670633197199314,0.026777644190196553,0.353386501862104,0.15971979645243958
OldParaTRP.csv,5393,23.007417022065642,13.446515208188394,0.02541965154545314,0.022698253591640162,0.026723773619144662,0.023742322897510656,0.4173853123184381,0.125927521710044
PatrioticCPT.csv,621,28.18035426731079,17.772302915525426,0.02538312828229725,0.019712625061892256,0.02520209376598738,0.02302569663630334,0.36475884961188876,0.11565403146663082
E_Young_56.csv,1320,12.14090909090909,9.007479674284289,0.038025777756024205,0.04992063559262577,0.023070392017387212,0.03325407997095725,0.3567056609632212,0.16615417480702252
ToddTannerWV.csv,1298,17.382896764252695,9.087008806586228,0.03654036243019306,0.031271842473706284,0.030989799520439374,0.028115170848095294,0.37014455647082434,0.13623274927884665
thejamiekaiser.csv,9683,12.886398843333678,7.97777196178871,0.022137901906818126,0.028231616749477377,0.016667033255948868,0.023213100324323194,0.4348757629164327,0.1540019144520288
OSUfan_2.csv,330,15.896969696969697,10.352937947780662,0.033234164941431665,0.033035455272064286,0.018052369155556778,0.019665458159697433,0.3075877686270612,0.13578827881007388
3sixtyTax.csv,1419,23.023960535588444,14.729584726081445,0.025499729483796578,0.02474091461188336,0.02477317430019999,0.028511111413728297,0.3722058668038276,0.13660017042187247
EthanMilich.csv,879,7.638225255972697,13.246372660436416,0.009625974801318242,0.023825281438702096,0.00794736911244814,0.021892598683857477,0.12874714352423972,0.20556250769753062
C38557143.csv,812,14.926108374384237,13.925185678665091,0.035982504898610226,0.05242678627979725,0.022505917860476104,0.032913198489822784,0.32988435939306754,0.20001860609640984
BobVitale.csv,7011,13.963058051633148,10.319205990360102,0.02403534171865556,0.027174496678649476,0.025260026308082606,0.03417627875631223,0.34764374948894705,0.15647458026694824
TheDarkRabbit.csv,17700,18.071299435028248,15.466504760220044,0.027936470162742012,0.03469620353407961,0.019588477573817875,0.024215898158878355,0.32223793531296946,0.15976471207999615
ryanenser.csv,3297,12.97330906885047,6.214926488066062,0.022702220415503557,0.025999989466229893,0.011421456446355172,0.016055533309812152,0.4017092767973658,0.14438643213775013
Legewnis.csv,1550,10.584516129032258,7.052541449357184,0.004295316987377467,0.01678717466048904,0.003911323602478528,0.01709690934688312,0.08641194971283545,0.18350995373401505
lilgde90.csv,9821,10.048263924243967,11.046352537302235,0.026041280061989032,0.04265542798810343,0.016800638426666802,0.029340888312946865,0.2607029462454048,0.20840178921772026
BigFox57.csv,953,7.994753410283316,11.861166710158912,0.006844324174483412,0.01700688513030823,0.0060711739670207664,0.01404603004853909,0.09535389467696352,0.16904348275913042
gemluvr257.csv,18545,15.202372607171744,14.398113128688156,0.026902681898697108,0.04318999018576622,0.024884370772883906,0.03581724337013884,0.3460492999943843,0.1829094323546421
