,count,tweet cleaned length mean,tweet cleaned length std,positive mean,positive std,negative mean,negative std,objective mean,objective std
0,940,9.89468085106383,6.867946935650414,0.027931138997599022,0.038165877539349156,0.017497955867138034,0.02402043197706413,0.29069217664181707,0.18645256273106292
1,1659,13.661844484629295,8.49597623996019,0.03757807488631795,0.037370376545760496,0.01200715890828403,0.014143419446218254,0.3524741646958704,0.1563323320743209
2,2588,11.049072642967543,8.1219160780163,0.03859826901153744,0.04595910913322617,0.025928000952483838,0.03726890698527422,0.36482135433414525,0.15567490825113062
3,5200,17.404230769230768,4.851334212260917,0.018659107970198974,0.02443405128015812,0.005483914605633598,0.010836458108953471,0.34960632536105474,0.12022286741444946
4,692,20.971098265895954,11.436139727084303,0.02954035982392378,0.025236887529283325,0.014369259450172462,0.013338663274399594,0.4003004248178353,0.10599220817162817
5,20,17.15,9.312760063482791,0.02987173563446536,0.029512799308823418,0.021369471831925006,0.01654110131120476,0.35626332293968266,0.13267458205874366
6,737,15.664857530529172,7.956992590516653,0.018077369421744875,0.023741457368375175,0.010834546573815513,0.014130757239493374,0.37909122224314784,0.10516423563518487
7,176,14.556818181818182,9.58082596855143,0.029652574302760745,0.0313309590466971,0.03017740234739168,0.03171953775325124,0.38958652188282383,0.161940055224407
8,274,11.408759124087592,9.512615323087783,0.004578709209996492,0.018870524555597793,0.004157533111160218,0.015114405517821235,0.12049911677737998,0.11173869216106196
9,92,8.804347826086957,5.922028020789585,0.02047371974342083,0.056522831392756094,0.0029262495343058002,0.00785896319122436,0.1589306121896835,0.20702284995619671
10,67,12.313432835820896,7.4936967646624755,0.026107096643562908,0.02644159130462818,0.02623147306297759,0.029985250683154604,0.3847324232062066,0.16506686869711595
11,6403,17.995470873028268,13.12626167994342,0.0329694635464434,0.03717680633628297,0.02862179729256568,0.0309748697484317,0.34895052225956763,0.13683662301146896
12,573,13.108202443280977,8.854583558666729,0.02803492566150575,0.03339376724913504,0.014241741354686562,0.021034171374073058,0.38126696447174513,0.1360193865361133
