,disgust,trust,surprise,fear,sadness,joy,negative,anticipation,anger,positive,valid_tweet_count
Sarango.csv,0.0019983650249725637,0.03939182042523019,0.014335615654580039,0.011744265995687942,0.008580603924284629,0.01183290085835438,0.007368833107387954,0.021223855721788698,0.005026339884583289,0.06061333965168039,902.0
thejoecardamone.csv,0.011344739264217621,0.04006359242404434,0.011908174471135768,0.010094172725725308,0.008707892360977734,0.031697303862450746,0.02295577467099614,0.027469976381904963,0.01268205881831604,0.06713571603140837,2282.0
sordellini_ed.csv,0.008282572238303495,0.052203498301628244,0.029301243706857338,0.014726224142272603,0.01090536501983904,0.062100149961388205,0.024650509479801186,0.046178348348239986,0.010042812986958449,0.07698716214591543,677.0
InSpaceXItrust.csv,0.00834400052944637,0.027634264752578852,0.011630057396990707,0.013420876344394678,0.010453627384686665,0.021024605487462707,0.022136571036269745,0.027088900449675452,0.012154635304394607,0.050356344083558206,4210.0
LHQ_HUNK.csv,0.002182827035744828,0.00758776687779709,0.0028822089245049967,0.0050292523857478535,0.001271687151795277,0.004289550664173019,0.005069831433323244,0.006512382041082947,0.0015865478180631624,0.0124647629934639,331.0
twittylity.csv,0.011924513278013246,0.047937171036780905,0.01775131621586923,0.026635138106034777,0.023989191598816097,0.0263165252495483,0.039885577773172795,0.023307378371290582,0.012430228706099456,0.06659000021978635,161.0
geart66.csv,0.009623204070348923,0.026228589437589427,0.006750272839296801,0.024709165540621757,0.014690056728102871,0.01957611798814724,0.03027419565451051,0.016231287736925844,0.014741991686622479,0.039751493359609424,752.0
CNNValentine.csv,0.012602648406051901,0.04316277678037636,0.01846735255099571,0.022273060233136337,0.015890388179325473,0.02620380888411467,0.03573736878670792,0.02543173210068312,0.017309726461535058,0.058913596962141726,3620.0
RvaUnicorn.csv,0.005866356266302724,0.031140510929951282,0.009003039831354347,0.011335897728989384,0.008167720429406715,0.027159495511027226,0.018068798738390107,0.022220427649777472,0.007396193865251515,0.0526405709242485,3217.0
DestinysFreedom.csv,0.03325335677965602,0.05425236857669497,0.02048855712453897,0.03593013649941388,0.02708861582838922,0.03488299438570135,0.06588789445171202,0.02899531465116454,0.037250908813226645,0.06716888839464956,3586.0
ThibodeauBob.csv,0.007739882915040156,0.030685845556908963,0.015409275927354261,0.019939744509413417,0.013955746832330454,0.020903566223981828,0.030902379370832296,0.027738220956218255,0.01511599469543261,0.05047319214821389,7901.0
